customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,property_valuation,total_profit,n_transaction,profit_per_transaction,post_code_cut,diverging_post_code,diverging_job_title
1088,Female,19,1989-07-21,Design Engineer,n/a,High Net Worth,Yes,3,27,04328 Rowland Plaza,3441,VIC,9,3595.32,6,599.22,"(3350,3450]","(3350,3450]",Design Engineer
1089,Female,90,1988-09-17,Product Engineer,Property,Affluent Customer,No,12,28,332 Maywood Crossing,3136,VIC,9,2349.29,7,335.61285714285714,"(3050,3150]",Other,Product Engineer
1090,Female,15,1975-07-15,Computer Systems Analyst,Telecommunications,Affluent Customer,No,17,41,6026 Graceland Crossing,2121,NSW,11,1529.0100000000002,7,218.43000000000004,"(2050,2150]",Other,Other
1092,Female,56,1935-08-22,VP Quality Control,Retail,Mass Customer,No,5,81,5515 Artisan Center,3337,VIC,3,1245.27,5,249.054,"(3250,3350]",Other,Other
1093,Female,63,1996-09-13,Business Systems Development Analyst,n/a,Affluent Customer,No,5,20,0 Nevada Pass,2216,NSW,10,7159.69,9,795.521111111111,"(2150,2250]",Other,Business Systems Development Analyst
1094,Male,48,1975-12-27,Dental Hygienist,Health,High Net Worth,No,19,41,06 Heffernan Junction,4074,QLD,7,3632.3,7,518.9,"(4050,4150]",Other,Other
1095,Female,2,1958-08-29,Project Manager,Health,Mass Customer,No,6,58,04 Onsgard Center,2101,NSW,9,4498.339999999999,4,1124.5849999999998,"(2050,2150]",Other,Project Manager
1096,Male,33,1969-11-29,Software Test Engineer,Health,High Net Worth,No,14,47,37 Division Way,2153,NSW,9,2086.85,5,417.37,"(2150,2250]",Other,Other
1097,Female,71,1968-01-31,Engineer,Financial Services,Mass Customer,Yes,18,49,9623 Fisk Plaza,2164,NSW,8,666.78999999999985,3,222.2633333333333,"(2150,2250]",Other,Other
1098,Female,99,1989-02-01,Administrative Assistant,Financial Services,Mass Customer,Yes,12,28,9419 Homewood Way,2160,NSW,9,3879.14,8,484.8925,"(2150,2250]",Other,Administrative Assistant
1099,Male,12,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,Yes,11,42,26349 Spaight Junction,2756,NSW,8,183.1999999999999,2,91.59999999999995,"(2750,2850]",Other,Other
1100,Male,59,1983-01-02,Engineer,Manufacturing,Mass Customer,No,15,34,1063 Forest Avenue,4510,QLD,3,1051.23,3,350.41,"(4450,4550]",Other,Other
1101,Female,76,1968-12-22,Senior Editor,n/a,Mass Customer,No,15,48,548 Dahle Lane,2075,NSW,11,4267.42,5,853.484,"(2050,2150]",Other,Other
1102,Female,16,1976-08-17,Recruiting Manager,Manufacturing,Affluent Customer,No,15,40,4 Barby Road,2647,NSW,3,5025.44,8,628.18,"(2550,2650]",Other,Recruiting Manager
1103,Female,76,1978-01-30,Financial Advisor,Financial Services,High Net Worth,Yes,20,39,258 Luster Court,2154,NSW,10,7367.88,12,613.99,"(2150,2250]",Other,Other
1104,Female,82,1959-12-31,Programmer,Retail,Mass Customer,No,8,57,22669 Lien Center,2565,NSW,6,2568.9700000000003,7,366.9957142857143,"(2550,2650]",Other,Other
1105,Male,39,1990-02-10,General Manager,n/a,Mass Customer,No,18,27,9 Autumn Leaf Court,2731,NSW,4,2712.5699999999997,2,1356.2849999999999,"(2650,2750]",Other,General Manager
1106,Female,2,1962-12-17,Software Consultant,Retail,Mass Customer,No,15,54,9 Superior Plaza,3185,VIC,11,5691.610000000001,9,632.4011111111112,"(3150,3250]",Other,Other
1107,Female,70,1974-07-17,Social Worker,Health,High Net Worth,No,18,42,86603 Dexter Road,2164,NSW,9,1972.03,6,328.6716666666667,"(2150,2250]",Other,Other
1108,Female,86,1962-03-06,Dental Hygienist,Health,Mass Customer,No,17,55,8 Ridgeview Park,2323,NSW,5,1338.61,4,334.6525,"(2250,2350]",Other,Other
1109,Male,21,1989-09-01,Web Developer,Entertainment,High Net Worth,No,6,27,4754 Ramsey Junction,3130,VIC,9,683.2,3,227.73333333333335,"(3050,3150]",Other,Other
1110,Male,73,1991-03-17,Information Systems Manager,Retail,High Net Worth,No,12,26,9 Dayton Alley,3757,VIC,7,4574.0999999999995,6,762.3499999999999,"(3750,3850]",Other,Information Systems Manager
1111,Male,96,1960-03-04,Director of Sales,n/a,High Net Worth,Yes,18,57,08 Carey Center,3284,VIC,6,2561.15,7,365.87857142857143,"(3250,3350]",Other,Other
1113,Male,45,1992-06-24,Recruiter,Property,Mass Customer,No,6,24,515 3rd Road,2037,NSW,12,6072.4800000000005,9,674.72,"[1950,2050]",Other,Other
1114,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,No,14,40,184 Roth Pass,4211,QLD,7,1774.12,4,443.53,"(4150,4250]",Other,Other
1115,Female,33,1970-01-18,Account Coordinator,n/a,High Net Worth,Yes,17,47,84 Porter Alley,2153,NSW,10,4631.2300000000005,9,514.5811111111111,"(2150,2250]",Other,Other
1116,Female,59,1974-06-26,Assistant Manager,Health,Mass Customer,Yes,16,42,79494 Ruskin Circle,2527,NSW,9,4053.92,3,1351.3066666666666,"(2450,2550]",Other,Assistant Manager
1117,Female,83,1975-12-01,Quality Engineer,n/a,Affluent Customer,No,14,41,98 Schiller Junction,2747,NSW,9,2524.5299999999997,9,280.50333333333333,"(2650,2750]",Other,Other
1118,Female,95,1975-12-19,Sales Representative,Retail,Mass Customer,Yes,9,41,20519 Katie Circle,2152,NSW,8,1858.97,4,464.7425,"(2150,2250]",Other,Sales Representative
1120,Female,87,1980-08-31,Web Developer,Retail,Affluent Customer,No,12,36,03 6th Alley,2168,NSW,9,1785.8300000000004,6,297.6383333333334,"(2150,2250]",Other,Other
1121,Female,30,1984-01-21,Registered Nurse,Health,Mass Customer,Yes,3,33,8548 Hanover Park,2067,NSW,11,327.07000000000016,2,163.53500000000008,"(2050,2150]",Other,Other
1124,Male,36,1965-02-03,Health Coach,Health,Affluent Customer,Yes,9,52,0355 3rd Drive,2118,NSW,11,2742.04,3,914.0133333333333,"(2050,2150]",Other,Other
1125,Male,25,1990-01-19,Software Test Engineer,IT,Affluent Customer,No,9,27,0182 Esker Center,2759,NSW,9,2839.93,5,567.986,"(2750,2850]",Other,Other
1126,Female,77,1973-09-27,Executive Secretary,n/a,Mass Customer,No,14,43,48 Sheridan Road,3185,VIC,11,2135.37,4,533.8425,"(3150,3250]",Other,Other
1127,Female,30,1991-02-27,Physical Therapy Assistant,Financial Services,Mass Customer,No,8,26,1879 Mitchell Center,2206,NSW,10,2285.05,4,571.2625,"(2150,2250]",Other,Physical Therapy Assistant
1128,Female,47,1992-04-12,Financial Advisor,Financial Services,Mass Customer,Yes,8,25,81114 7th Place,4869,QLD,4,3388.35,5,677.67,"(4850,4950]","(4850,4950]",Other
1129,Male,2,1977-06-29,VP Marketing,Entertainment,Mass Customer,Yes,9,39,1 Nevada Park,4226,QLD,8,6790.69,13,522.3607692307692,"(4150,4250]",Other,Other
1130,Female,90,1964-12-06,Sales Associate,n/a,Mass Customer,No,16,52,6 Buell Point,2062,NSW,12,3784.98,5,756.996,"(2050,2150]",Other,Other
1131,Male,16,1956-08-07,VP Marketing,n/a,Mass Customer,No,15,60,4284 Debra Drive,4814,QLD,3,6295.52,8,786.94,"(4750,4850]","(4750,4850]",Other
1132,Female,99,1985-08-01,Actuary,Financial Services,Affluent Customer,Yes,9,31,8 Hansons Street,3076,VIC,7,3640.62,9,404.5133333333333,"(3050,3150]",Other,Other
1134,Male,22,1994-09-30,Administrative Assistant,Financial Services,Affluent Customer,No,3,22,771 Sugar Way,2076,NSW,11,1622.9800000000002,6,270.4966666666667,"(2050,2150]",Other,Administrative Assistant
1135,Female,60,1980-05-03,Software Engineer,Financial Services,Mass Customer,Yes,11,37,1792 Judy Road,2539,NSW,6,1758.9800000000002,3,586.3266666666667,"(2450,2550]",Other,Other
1136,Male,72,1977-08-31,Executive Secretary,Property,High Net Worth,No,7,39,92 Melvin Hill,2147,NSW,9,3451.8299999999995,6,575.305,"(2050,2150]",Other,Other
1137,Male,46,1977-07-03,Business Systems Development Analyst,n/a,Mass Customer,No,18,39,592 Merry Lane,3184,VIC,3,4837.19,9,537.4655555555555,"(3150,3250]",Other,Business Systems Development Analyst
1138,Female,77,1991-09-21,Statistician,Retail,Mass Customer,Yes,5,25,6 Dapin Park,4503,QLD,6,5174.44,6,862.4066666666666,"(4450,4550]",Other,Other
1139,Male,52,1982-09-15,Editor,Manufacturing,Mass Customer,Yes,16,34,03 Holmberg Park,4127,QLD,2,1434.57,4,358.6425,"(4050,4150]",Other,Editor
1140,Female,32,1986-02-25,Executive Secretary,n/a,Mass Customer,Yes,13,31,8587 Graceland Way,2206,NSW,10,8533.23,13,656.4023076923077,"(2150,2250]",Other,Other
1142,Male,95,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,No,2,19,5998 Bayside Terrace,2526,NSW,9,1841.73,4,460.4325,"(2450,2550]",Other,Other
1143,Male,64,1955-03-06,Office Assistant,Health,Mass Customer,Yes,6,62,107 Moland Court,2579,NSW,5,3277.77,5,655.554,"(2550,2650]",Other,Other
1144,Male,73,1996-12-12,Environmental Specialist,Health,High Net Worth,Yes,5,20,4439 7th Terrace,2177,NSW,9,5961.25,7,851.6071428571429,"(2150,2250]",Other,Environmental Specialist
1146,Male,88,1992-08-31,Assistant Professor,Financial Services,High Net Worth,No,8,24,0 Scofield Plaza,3201,VIC,4,1294.4,2,647.2,"(3150,3250]",Other,Other
1147,Male,71,1968-07-09,Health Coach,Entertainment,High Net Worth,Yes,9,48,51152 Brickson Park Crossing,2768,NSW,9,4173.67,6,695.6116666666667,"(2750,2850]",Other,Other
1148,Male,60,1987-09-28,Statistician,Financial Services,High Net Worth,No,5,29,4668 Coleman Street,2160,NSW,5,1689.75,3,563.25,"(2150,2250]",Other,Other
1149,Female,29,1967-09-30,Developer,n/a,Affluent Customer,Yes,14,49,8 Moland Junction,2148,NSW,7,2393.31,4,598.3275,"(2050,2150]",Other,Developer
1150,Female,64,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,Yes,13,41,1 Raven Junction,4502,QLD,4,6308.28,5,1261.656,"(4450,4550]",Other,Information Systems Manager
1151,Female,27,1965-04-06,VP Product Management,Argiculture,High Net Worth,Yes,19,52,40570 Acker Alley,2166,NSW,9,3449.31,5,689.862,"(2150,2250]",Other,Other
1152,Male,47,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3,18,893 Petterle Trail,4551,QLD,10,4516.14,8,564.5175,"(4550,4650]",Other,Business Systems Development Analyst
1153,Female,53,1995-01-17,Desktop Support Technician,Health,Mass Customer,Yes,3,22,84 Monument Terrace,4127,QLD,4,2501.78,5,500.35600000000005,"(4050,4150]",Other,Other
1154,Male,26,1974-11-24,Research Nurse,Health,Mass Customer,Yes,20,42,0103 Bay Junction,2222,NSW,11,958.31,6,159.71833333333333,"(2150,2250]",Other,Other
1155,Female,73,1994-01-15,VP Marketing,Property,Mass Customer,Yes,9,23,9618 Havey Place,2710,NSW,1,2332.45,7,333.20714285714286,"(2650,2750]",Other,Other
1156,Female,22,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,Yes,1,19,098 Veith Hill,4510,QLD,3,2559.66,4,639.915,"(4450,4550]",Other,Other
1157,Male,69,1974-04-03,Research Nurse,Health,Affluent Customer,Yes,17,43,03058 Shoshone Lane,2090,NSW,12,5037.46,7,719.6371428571429,"(2050,2150]",Other,Other
1158,Male,85,1985-02-17,Senior Quality Engineer,n/a,Mass Customer,Yes,19,32,7975 Browning Plaza,3038,VIC,4,4437.32,6,739.5533333333333,"(2950,3050]","(2950,3050]",Senior Quality Engineer
1159,Male,94,1993-01-28,Librarian,Entertainment,Mass Customer,No,1,24,154 Cambridge Point,3551,VIC,8,2352.28,4,588.07,"(3550,3650]","(3550,3650]",Other
1160,Female,98,1965-04-08,Speech Pathologist,IT,Affluent Customer,No,10,52,3 Sachs Point,2250,NSW,7,684.5199999999999,3,228.1733333333333,"(2150,2250]",Other,Other
1161,Female,86,1977-01-14,Senior Quality Engineer,Retail,Mass Customer,No,15,40,0386 Mayfield Way,4122,QLD,7,2669.74,4,667.435,"(4050,4150]",Other,Senior Quality Engineer
1162,Male,29,1990-04-13,Marketing Assistant,n/a,Mass Customer,Yes,7,27,24 Merchant Plaza,3031,VIC,10,1675.3100000000002,4,418.82750000000004,"(2950,3050]","(2950,3050]",Other
1163,Male,77,1981-11-13,Cost Accountant,Financial Services,High Net Worth,Yes,8,35,353 Oneill Park,3145,VIC,9,1775.0100000000002,5,355.00200000000007,"(3050,3150]",Other,Other
1164,Female,97,1977-01-09,Food Chemist,Health,Mass Customer,Yes,17,40,92867 Lukken Lane,3142,VIC,9,346.88999999999993,3,115.62999999999998,"(3050,3150]",Other,Food Chemist
1165,Female,58,1993-06-23,Administrative Assistant,Financial Services,High Net Worth,No,2,23,11 Corscot Plaza,2710,NSW,1,3286.3500000000004,9,365.15000000000003,"(2650,2750]",Other,Administrative Assistant
1166,Female,40,1972-12-05,Quality Control Specialist,Health,Affluent Customer,No,8,44,13 Buhler Plaza,2576,NSW,8,2539.71,6,423.285,"(2550,2650]",Other,Quality Control Specialist
1167,Female,20,1996-06-03,Software Test Engineer,Health,Mass Customer,No,4,20,72673 Mayfield Trail,4209,QLD,6,2641.9300000000003,4,660.4825000000001,"(4150,4250]",Other,Other
1168,Male,44,1965-02-16,Pharmacist,Health,Affluent Customer,No,18,52,42739 Moose Pass,3442,VIC,8,6128.860000000001,7,875.5514285714287,"(3350,3450]","(3350,3450]",Other
1169,Female,33,1967-08-09,Actuary,Financial Services,Mass Customer,Yes,13,49,3 Atwood Lane,2153,NSW,10,4318.2,7,616.8857142857142,"(2150,2250]",Other,Other
1170,Female,62,1964-11-30,Assistant Professor,IT,Mass Customer,Yes,4,52,378 Prentice Point,4064,QLD,9,3351.7,5,670.3399999999999,"(4050,4150]",Other,Other
1171,Female,32,1971-08-15,Human Resources Manager,n/a,Affluent Customer,Yes,8,45,95 Forest Run Drive,4152,QLD,8,3879.3199999999997,9,431.0355555555555,"(4150,4250]",Other,Human Resources Manager
1172,Male,48,1974-04-12,Recruiter,n/a,Mass Customer,Yes,17,43,20 Main Road,2230,NSW,9,3329.4700000000003,5,665.894,"(2150,2250]",Other,Other
1173,Female,58,1978-03-02,Statistician,Retail,High Net Worth,No,16,39,71 Cherokee Hill,2127,NSW,7,348.6199999999999,3,116.20666666666664,"(2050,2150]",Other,Other
1175,Male,8,1985-09-22,Human Resources Manager,n/a,Mass Customer,No,8,31,79 Grasskamp Center,2170,NSW,9,1153.84,2,576.92,"(2150,2250]",Other,Human Resources Manager
1176,Female,7,1976-01-16,Software Engineer,n/a,Affluent Customer,Yes,7,41,6541 Dahle Junction,2212,NSW,9,842.1499999999999,4,210.53749999999997,"(2150,2250]",Other,Other
1177,Female,47,1953-08-31,Food Chemist,Health,Affluent Customer,Yes,6,63,858 Swallow Parkway,2150,NSW,8,2447.0499999999997,8,305.88124999999997,"(2050,2150]",Other,Food Chemist
1178,Male,1,1970-05-26,Pharmacist,Health,Mass Customer,No,13,47,0005 Independence Drive,2118,NSW,9,5167.2300000000005,8,645.9037500000001,"(2050,2150]",Other,Other
1179,Male,56,1988-08-15,Media Manager,Financial Services,High Net Worth,Yes,13,28,525 Kedzie Street,4012,QLD,8,5068.4400000000005,4,1267.1100000000001,"(3950,4050]",Other,Media Manager
1180,Female,48,1975-08-17,Account Representative,Financial Services,Affluent Customer,No,10,41,03890 Logan Court,2747,NSW,8,2305.1099999999997,4,576.2774999999999,"(2650,2750]",Other,Other
1181,Female,2,1978-06-06,Tax Accountant,Argiculture,Mass Customer,No,8,38,8 Clyde Gallagher Court,4217,QLD,8,4513.0599999999995,10,451.3059999999999,"(4150,4250]",Other,Other
1182,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,Yes,7,42,62 Elka Terrace,2430,NSW,3,4046.1299999999997,7,578.0185714285714,"(2350,2450]",Other,Other
1183,Male,50,1958-11-14,Media Manager,n/a,Affluent Customer,No,6,58,85931 Johnson Alley,3039,VIC,6,4140.91,5,828.182,"(2950,3050]","(2950,3050]",Media Manager
1184,Female,89,1968-10-07,Social Worker,Health,Mass Customer,No,13,48,63588 Clove Court,2017,NSW,9,4314.89,6,719.1483333333334,"[1950,2050]",Other,Other
1185,Female,17,2000-07-23,VP Product Management,n/a,Mass Customer,Yes,2,16,86 Stang Way,2213,NSW,10,773.8100000000002,3,257.9366666666667,"(2150,2250]",Other,Other
1186,Male,70,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20,40,84 Westridge Hill,2061,NSW,10,1369.65,4,342.4125,"(2050,2150]",Other,Other
1188,Female,14,1984-02-23,Statistician,n/a,Affluent Customer,Yes,4,33,2 Ramsey Parkway,2104,NSW,11,2299.82,2,1149.91,"(2050,2150]",Other,Other
1189,Male,22,1988-08-29,Geologist,Health,High Net Worth,Yes,8,28,651 Mesta Drive,3173,VIC,9,1472.66,4,368.165,"(3150,3250]",Other,Other
1190,Female,67,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,Yes,10,48,1 Merrick Parkway,2830,NSW,2,2008.23,6,334.705,"(2750,2850]",Other,Other
1191,Female,20,1996-05-22,Director of Sales,n/a,Mass Customer,Yes,1,21,135 Crest Line Drive,2044,NSW,10,1339.2700000000002,8,167.40875000000003,"[1950,2050]",Other,Other
1192,Female,31,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,No,16,47,63576 Anzinger Trail,2168,NSW,9,1397.3799999999999,5,279.476,"(2150,2250]",Other,Other
1193,Male,58,1986-01-21,Safety Technician,Retail,High Net Worth,No,5,31,05 Charing Cross Plaza,2320,NSW,5,962.2199999999998,4,240.55499999999995,"(2250,2350]",Other,Other
1194,Female,69,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,No,3,25,261 Farmco Drive,4118,QLD,4,4148.57,8,518.57125,"(4050,4150]",Other,Other
1195,Female,0,1978-03-22,VP Marketing,Telecommunications,Mass Customer,No,18,39,0 Northport Hill,3043,VIC,8,3463.8100000000004,5,692.7620000000001,"(2950,3050]","(2950,3050]",Other
1196,Female,23,1998-03-19,Research Nurse,Health,Mass Customer,No,2,19,894 Maple Wood Drive,2251,NSW,10,1455.3799999999999,6,242.5633333333333,"(2250,2350]",Other,Other
1197,Female,44,1997-10-16,Professor,Financial Services,High Net Worth,Yes,5,19,05 Daystar Lane,2560,NSW,8,1559.1300000000003,4,389.7825000000001,"(2550,2650]",Other,Other
1198,Female,73,1973-09-30,Sales Representative,Retail,High Net Worth,No,7,43,81167 Division Hill,2873,NSW,1,2323.9199999999996,6,387.31999999999994,"(2850,2950]","(2850,2950]",Sales Representative
1199,Male,7,1958-06-14,VP Accounting,Financial Services,Affluent Customer,Yes,5,58,761 Bellgrove Lane,2541,NSW,7,2037.32,8,254.665,"(2450,2550]",Other,Other
1200,Female,38,1974-04-30,Librarian,Entertainment,High Net Worth,No,18,43,614 Shopko Trail,4350,QLD,3,4075.17,9,452.7966666666667,"(4250,4350]",Other,Other
1202,Male,90,1992-02-26,Sales Representative,Retail,Mass Customer,Yes,8,25,0 Kedzie Junction,2155,NSW,10,592.29,3,197.42999999999998,"(2150,2250]",Other,Sales Representative
1203,Female,38,1988-05-06,Technical Writer,Health,Affluent Customer,No,22,29,0108 Forster Parkway,4017,QLD,6,830.2399999999999,1,830.2399999999999,"(3950,4050]",Other,Other
1204,Female,12,1971-03-24,Senior Developer,Manufacturing,Affluent Customer,Yes,16,46,466 Briar Crest Junction,2222,NSW,10,183.15999999999997,2,91.57999999999998,"(2150,2250]",Other,Other
1205,Male,38,1978-06-05,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13,38,6072 Ridge Oak Junction,2222,NSW,10,4598.22,8,574.7775,"(2150,2250]",Other,Business Systems Development Analyst
1206,Female,13,1978-05-07,Paralegal,Financial Services,Mass Customer,No,13,39,31445 Morningstar Drive,3429,VIC,5,889.72,2,444.86,"(3350,3450]","(3350,3450]",Other
1207,Female,30,1997-09-25,Engineer,Health,Mass Customer,No,1,19,22619 Schurz Street,2321,NSW,4,1126.07,7,160.86714285714285,"(2250,2350]",Other,Other
1208,Female,23,1983-12-26,Budget/Accounting Analyst,Financial Services,Mass Customer,No,15,33,61 Kim Avenue,2079,NSW,10,3238.37,5,647.674,"(2050,2150]",Other,Other
1209,Male,40,1977-09-06,Senior Developer,Property,High Net Worth,Yes,11,39,12103 Merchant Circle,3072,VIC,9,1809.69,2,904.845,"(3050,3150]",Other,Other
1211,Male,45,1978-07-23,VP Sales,Financial Services,Affluent Customer,Yes,14,38,7 Luster Trail,2007,NSW,8,1495.94,4,373.985,"[1950,2050]",Other,Other
1212,Female,28,1968-10-24,Legal Assistant,Property,Affluent Customer,No,13,48,7 Dahle Avenue,2620,NSW,9,2331.63,3,777.21,"(2550,2650]",Other,Other
1213,Male,80,1973-10-21,Accounting Assistant,n/a,High Net Worth,No,15,43,7 Magdeline Trail,3034,VIC,10,5490.29,7,784.3271428571428,"(2950,3050]","(2950,3050]",Other
1214,Male,0,1989-05-01,Internal Auditor,Property,High Net Worth,No,15,28,275 Lindbergh Parkway,2086,NSW,11,3652.09,4,913.0225,"(2050,2150]",Other,Other
1215,Female,79,1967-02-26,VP Quality Control,Manufacturing,Mass Customer,No,11,50,592 Tennessee Alley,2231,NSW,10,3118.98,8,389.8725,"(2150,2250]",Other,Other
1216,Female,15,1959-06-25,Software Test Engineer,Telecommunications,Affluent Customer,Yes,10,57,0 American Ash Parkway,3175,VIC,7,2141.64,3,713.88,"(3150,3250]",Other,Other
1217,Female,67,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,No,16,48,387 Pawling Drive,2580,NSW,4,3270.61,7,467.23,"(2550,2650]",Other,Other
1220,Male,12,1987-06-08,Editor,n/a,High Net Worth,No,14,29,457 Ryan Road,3218,VIC,7,2476.2700000000004,5,495.2540000000001,"(3150,3250]",Other,Editor
1221,Male,75,1995-09-25,VP Product Management,Health,High Net Worth,Yes,14,21,94219 Buell Circle,2020,NSW,9,1500.4900000000002,7,214.35571428571433,"[1950,2050]",Other,Other
1222,Female,83,1970-11-01,Account Executive,Property,Mass Customer,No,19,46,267 Lukken Park,3930,VIC,9,667.99,3,222.66333333333333,"(3850,3950]",Other,Other
1223,Female,19,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,Yes,16,52,54 Harbort Road,2480,NSW,7,2235.3,8,279.4125,"(2450,2550]",Other,Other
1224,Female,9,1977-04-04,Junior Executive,Manufacturing,Mass Customer,No,16,40,81 American Place,2259,NSW,6,4250.74,7,607.2485714285714,"(2250,2350]",Other,Other
1225,Male,5,1988-01-22,Clinical Specialist,Health,Mass Customer,Yes,10,29,2388 Thackeray Place,3130,VIC,10,2078.59,4,519.6475,"(3050,3150]",Other,Other
1226,Female,32,1981-03-16,Director of Sales,Health,Mass Customer,Yes,13,36,85957 Basil Way,3029,VIC,7,937.4400000000005,5,187.4880000000001,"(2950,3050]","(2950,3050]",Other
1227,Female,63,1989-09-30,Software Engineer,IT,Affluent Customer,Yes,12,27,01 Cottonwood Junction,2285,NSW,7,4101.860000000001,12,341.8216666666667,"(2250,2350]",Other,Other
1228,Female,43,1962-04-27,Senior Cost Accountant,Financial Services,Affluent Customer,No,6,55,37 Sutherland Terrace,2830,NSW,4,922.34,4,230.585,"(2750,2850]",Other,Other
1229,Male,38,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,1,17,7929 Grasskamp Trail,2119,NSW,11,3005.6299999999997,9,333.95888888888885,"(2050,2150]",Other,GIS Technical Architect
1231,Female,94,1973-07-28,Social Worker,Health,Affluent Customer,No,18,43,2 Dunning Alley,2120,NSW,10,1718.6100000000001,2,859.3050000000001,"(2050,2150]",Other,Other
1232,Male,83,1959-09-12,Help Desk Operator,Property,Affluent Customer,No,20,57,61949 7th Road,4573,QLD,8,5011.9,9,556.8777777777777,"(4550,4650]",Other,Other
1234,Male,87,1965-04-19,Geologist,n/a,Mass Customer,No,17,52,3765 Mandrake Alley,2763,NSW,9,2231.4600000000005,8,278.93250000000006,"(2750,2850]",Other,Other
1235,Female,24,1969-02-28,Dental Hygienist,Health,Mass Customer,No,9,48,67348 Lakewood Gardens Road,2852,NSW,2,3332.7999999999997,2,1666.3999999999999,"(2850,2950]","(2850,2950]",Other
1236,Male,75,1974-05-21,Web Designer,Financial Services,High Net Worth,Yes,18,43,014 Birchwood Parkway,3030,VIC,7,3078.59,4,769.6475,"(2950,3050]","(2950,3050]",Web Designer
1237,Female,6,1969-12-31,Research Nurse,Health,High Net Worth,No,16,47,17357 Katie Center,3677,VIC,4,6961.5199999999995,11,632.8654545454546,"(3650,3750]","(3650,3750]",Other
1238,Male,24,1978-06-01,Graphic Designer,n/a,Affluent Customer,Yes,6,39,5772 Kennedy Junction,3030,VIC,5,1110.02,5,222.004,"(2950,3050]","(2950,3050]",Graphic Designer
1240,Female,64,1965-05-13,Sales Associate,Manufacturing,Mass Customer,Yes,19,52,92 Waubesa Center,2760,NSW,8,3015.0499999999997,4,753.7624999999999,"(2750,2850]",Other,Other
1241,Female,23,1986-03-22,Pharmacist,Health,Affluent Customer,Yes,11,31,359 Kropf Point,2750,NSW,9,1844.56,7,263.50857142857143,"(2650,2750]",Other,Other
1242,Male,36,1973-02-04,Human Resources Assistant,Property,High Net Worth,Yes,18,44,75 Scott Place,3806,VIC,7,1100.8200000000002,3,366.94000000000005,"(3750,3850]",Other,Other
1243,Male,73,1953-08-09,Research Assistant,Retail,Mass Customer,No,8,63,2 Eliot Lane,2155,NSW,11,4544.16,9,504.90666666666664,"(2150,2250]",Other,Other
1245,Male,34,1994-05-31,Product Engineer,Manufacturing,Affluent Customer,No,1,23,9 7th Terrace,2155,NSW,10,2596.23,7,370.89,"(2150,2250]",Other,Product Engineer
1247,Female,15,1960-10-05,Geologist,Entertainment,Affluent Customer,No,11,56,90351 Duke Junction,4820,QLD,1,2848.9400000000005,4,712.2350000000001,"(4750,4850]","(4750,4850]",Other
1248,Female,31,1963-12-18,General Manager,n/a,Affluent Customer,Yes,7,53,47 Glacier Hill Junction,4873,QLD,2,182.81000000000017,1,182.81000000000017,"(4850,4950]","(4850,4950]",General Manager
1250,Female,42,2001-11-02,Help Desk Technician,Manufacturing,Mass Customer,No,1,15,795 Arapahoe Hill,4818,QLD,7,6093.26,10,609.326,"(4750,4850]","(4750,4850]",Other
1251,Male,63,1997-10-01,Desktop Support Technician,Property,Mass Customer,No,2,19,6 Lerdahl Plaza,4519,QLD,6,1481.07,4,370.2675,"(4450,4550]",Other,Other
1252,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,Yes,14,52,60320 Emmet Road,4806,QLD,4,4548.3099999999995,7,649.7585714285714,"(4750,4850]","(4750,4850]",Recruiting Manager
1253,Female,81,1996-08-19,Research Assistant,Manufacturing,Mass Customer,No,5,20,11 Golf Pass,4805,QLD,2,1948.45,4,487.1125,"(4750,4850]","(4750,4850]",Other
1254,Male,60,1958-12-18,Graphic Designer,Retail,Mass Customer,Yes,5,58,563 Northport Drive,4701,QLD,1,3436.5000000000005,7,490.9285714285715,"(4650,4750]",Other,Graphic Designer
1256,Male,8,1986-05-11,Food Chemist,Health,High Net Worth,No,9,31,91336 Spenser Street,4560,QLD,6,2068.6099999999997,6,344.76833333333326,"(4550,4650]",Other,Food Chemist
1257,Male,40,1972-06-19,Assistant Professor,Property,Affluent Customer,Yes,9,44,33 Rockefeller Avenue,4740,QLD,2,1791.15,3,597.0500000000001,"(4650,4750]",Other,Other
